Ensembl	Gene	DNARegion
ENSG00000221114	RNU6ATAC30P	14:50151262-50151383
ENSG00000221115	AC020910.1	19:35213329-35213429
ENSG00000221120	MIR1224	3:183959193-183959277
ENSG00000221132	AL035422.1	X:100682381-100682483
ENSG00000221134	AC007339.1	16:49713131-49713212
ENSG00000221156	AC007551.1	7:35882499-35882583
ENSG00000221157	AC009196.1	7:37145128-37145215
ENSG00000221159	AL356741.1	10:69730030-69730126
ENSG00000221163	AL138963.1	13:45874149-45874235
ENSG00000221164	SNORA11	10:74885838-74885965
ENSG00000221175	AL391538.1	6:48817560-48817639
ENSG00000221176	MIR1207	8:129061398-129061484
ENSG00000221180	AB019440.1	14:106663421-106663529
ENSG00000221182	SNORD98	10:70514929-70514995
ENSG00000221184	MIR1254-1	10:70519075-70519171
ENSG00000221201	AL031655.1	20:8589827-8589912
ENSG00000221214	MIR548E	10:112748684-112748771
ENSG00000221216	RNU6ATAC27P	1:28807874-28807992
ENSG00000221219	AC110298.1	4:54969747-54969823
ENSG00000221230	MIR548L	11:94199661-94199746
ENSG00000221233	AC007842.1	19:40497851-40497946
ENSG00000221241	SNORD88A	19:51302699-51302789
ENSG00000221245	SNORA11	4:120490854-120490980
ENSG00000221246	AC144522.1	12:111070409-111070498
ENSG00000221247	AC136704.1	15:84949877-84949960
ENSG00000221252	U3	6:42379938-42380134
ENSG00000221258	AC011465.1	19:38544518-38544605
ENSG00000221264	MIR1284	3:71591121-71591240
ENSG00000221265	MIR1255A	4:102251459-102251571
ENSG00000221273	MIR1237	11:64136074-64136175
ENSG00000221275	MIR548I2	4:9557789-9557937
ENSG00000221280	AC026366.1	12:118604604-118604676
ENSG00000221286	AC092289.1	16:72613441-72613536
ENSG00000221288	MIR663B	2:133014539-133014653
ENSG00000221294	AL021394.1	20:46199679-46199759
ENSG00000221296	MIR548T	4:174189311-174189384
ENSG00000221297	AL590708.1	9:131019986-131020068
ENSG00000221299	Z83826.1	X:134029784-134029872
ENSG00000221301	AC116562.1	4:4086061-4086208
ENSG00000221303	SNORA79	14:81669039-81669178
ENSG00000221305	MIR548I3	8:7946463-7946611
ENSG00000221307	AC092745.1	12:8476927-8477027
ENSG00000221316	AL445204.1	13:107773381-107773471
ENSG00000221319	AL441988.1	20:29637162-29637300
ENSG00000221320	AC023385.1	8:9945431-9945541
ENSG00000221322	AC116533.1	11:17095499-17095582
ENSG00000221325	MIR1200	7:36958962-36959037
ENSG00000221326	AL121652.1	2:32144931-32145018
ENSG00000221331	MIR548Q	10:12767253-12767352
ENSG00000221333	MIR548K	11:70130061-70130176
ENSG00000221337	AC099537.1	3:41690747-41690828
ENSG00000221338	AC108456.1	11:31457017-31457110
ENSG00000221344	AC068946.1	2:220088745-220088827
ENSG00000221351	AC068570.1	8:129832040-129832124
ENSG00000221355	MIR1288	17:16185328-16185402
ENSG00000221375	RNU6ATAC23P	X:138967640-138967762
ENSG00000221377	AC073255.1	2:30655219-30655314
ENSG00000221378	AL096864.1	10:83810018-83810104
ENSG00000221387	RNU6ATAC8P	8:103433425-103433550
ENSG00000221391	AC013489.1	15:89081810-89081913
ENSG00000221392	Z73964.1	X:103065314-103065438
ENSG00000221394	MIR1229	5:179225278-179225346
ENSG00000221398	SNORA11	21:35828408-35828535
ENSG00000221400	U3	10:43912698-43912888
ENSG00000221406	MIR320B2	1:224444706-224444843
ENSG00000221410	MIR1238	19:10662798-10662880
ENSG00000221411	MIR1227	19:2234061-2234148
ENSG00000221413	AC023593.1	3:127383547-127383653
ENSG00000221419	MIR1287	10:100154975-100155064
ENSG00000221423	AL031602.1	1:33391895-33392000
ENSG00000221429	AC018635.1	7:127930057-127930144
ENSG00000221432	AC079834.2	2:222384284-222384377
ENSG00000221439	RNU4ATAC16P	12:890299-890424
ENSG00000221445	MIR1301	2:25551509-25551590
ENSG00000221454	AC005631.1	7:152136306-152136393
ENSG00000221455	U3	6:93500171-93500382
ENSG00000221456	MIR1202	6:156267931-156268013
ENSG00000221459	SNORA11C	X:47248048-47248176
ENSG00000221464	MIR1271	5:175794949-175795034
ENSG00000221469	AL133260.1	6:151361052-151361107
ENSG00000221476	MIR1827	15:78330873-78330937
ENSG00000221478	AC092329.1	19:23369034-23369139
ENSG00000221486	AC000003.1	17:9974207-9974321
ENSG00000221487	AC069294.1	7:99310660-99310775
ENSG00000221489	AC007358.1	2:202817980-202818059
ENSG00000221491	SNORA34	12:49048165-49048301
ENSG00000221493	MIR320C1	18:19263471-19263558
ENSG00000221500	SNORD100	6:133137941-133138016
ENSG00000221506	AC092038.1	3:23440991-23441060
ENSG00000221510	MIR548O	7:102046189-102046302
ENSG00000221514	SNORD111B	16:70563412-70563491
ENSG00000221518	RNU6ATAC16P	3:52594586-52594723
ENSG00000221520	MIR1285-1	7:91833329-91833412
ENSG00000221529	AC105227.1	18:47927311-47927418
ENSG00000221530	AC005037.2	2:201707909-201708022
ENSG00000221535	AC027319.1	19:4889215-4889310
ENSG00000221537	MIR548H1	14:64561742-64561843
ENSG00000221539	SNORD99	1:28905261-28905334
ENSG00000221540	MIR1180	17:19247819-19247887
ENSG00000221541	AC079753.1	2:113601888-113601988
ENSG00000221542	AC016405.2	8:123858930-123859018
ENSG00000221544	AL359709.1	6:105629024-105629107
ENSG00000221545	MIR1255B2	1:167967898-167967964
ENSG00000221555	AC068669.1	17:38306389-38306475
ENSG00000221573	AC099535.1	3:27404057-27404149
ENSG00000221585	MIR1226	3:47891045-47891119
ENSG00000221586	MIR1261	11:90602289-90602370
ENSG00000221590	AC009299.1	2:162206728-162206871
ENSG00000221595	AC010458.1	19:48554681-48554766
ENSG00000221598	MIR1249	22:45596835-45596900
ENSG00000221625	AC013283.1	12:98999652-98999738
ENSG00000221630	MIR1179	15:89151338-89151428
ENSG00000221634	MIR1276	15:86313727-86313809
ENSG00000221639	SNORA3	4:74129677-74129801
ENSG00000221643	SNORA77	1:203698709-203698833
ENSG00000221656	MIR1225	16:2140196-2140285
ENSG00000221662	MIR1290	1:19223565-19223642
ENSG00000221670	AL596092.1	13:29796699-29796778
ENSG00000221672	Z97351.1	22:47243803-47243875
ENSG00000221676	RNU6ATAC	9:137029561-137029686
ENSG00000221680	MIR1278	1:193105633-193105713
ENSG00000221691	AC090825.2	15:100291924-100292010
ENSG00000221693	AL590226.1	9:139588588-139588714
ENSG00000221696	AL157884.1	9:32764294-32764420
ENSG00000221714	AC130352.1	8:12384247-12384350
ENSG00000221716	SNORA11	X:54840803-54840930
ENSG00000221718	AC046143.1	3:194387894-194387945
ENSG00000221724	AC078855.1	3:108039239-108039325
ENSG00000221725	RNU6ATAC25P	16:70886601-70886717
ENSG00000221736	AC003681.1	22:30340198-30340285
ENSG00000221737	MIR548I1	3:125509247-125509395
ENSG00000221740	SNORD93	7:22896232-22896305
ENSG00000221743	Z95152.1	6:36108275-36108365
ENSG00000221760	MIR548J	22:26951178-26951289
ENSG00000221763	MIR1289-1	20:34041776-34041919
ENSG00000221771	MIR1205	8:128972879-128972941
ENSG00000221779	AL590403.1	6:34036934-34036995
ENSG00000221783	MIR1183	7:21510676-21510764
ENSG00000221789	AC130462.1	16:68089682-68089787
ENSG00000221795	MIR1324	3:75679914-75680009
ENSG00000221799	AC132068.1	16:73018756-73018853
ENSG00000221808	MIR1256	1:21314807-21314925
ENSG00000221817	RP11-137L10.6	10:75255283-75279828
ENSG00000221818	EBF2	8:25699246-25902913
ENSG00000221819	C16orf3	16:90095316-90096309
ENSG00000221821	C6orf226	6:42858005-42858554
ENSG00000221823	PPP3R1	2:68405989-68483369
ENSG00000221826	PSG3	19:43225790-43244721
ENSG00000221829	FANCG	9:35073832-35080013
ENSG00000221838	AP4M1	7:99699172-99707968
ENSG00000221843	C2orf16	2:27799389-27805588
ENSG00000221844	RP11-404E6.1	9:76089294-76090989
ENSG00000221849	AC018880.1	2:104144078-104145719
ENSG00000221866	PLXNA4	7:131808091-132333447
ENSG00000221869	CEBPD	8:48649471-48651648
ENSG00000221879	MRPS21P3	1:197332947-197333208
ENSG00000221883	ARIH2OS	3:48955221-48956818
ENSG00000221886	C5orf54	5:159820155-159827104
ENSG00000221890	NPTXR	22:39214457-39239987
ENSG00000221909	FAM200A	7:99143931-99156159
ENSG00000221910	OR2F2	7:143632259-143633372
ENSG00000221914	PPP2R2A	8:26149007-26230196
ENSG00000221916	C19orf73	19:49621655-49622397
ENSG00000221923	ZNF880	19:52873170-52889048
ENSG00000221926	TRIM16	17:15531274-15587625
ENSG00000221930	FAM45B	X:129628939-129630562
ENSG00000221937	TAS2R40	7:142919130-142920162
ENSG00000221944	TIGD1	2:233412779-233415226
ENSG00000221946	FXYD7	19:35634154-35645204
ENSG00000221947	XKR9	8:71581600-71702606
ENSG00000221949	C12orf61	12:62995531-62997214
ENSG00000221953	C1orf229	1:247273462-247275719
ENSG00000221955	SLC12A8	3:124801480-124998021
ENSG00000221962	TMEM14E	3:152057484-152058779
ENSG00000221963	APOL6	22:36044442-36064456
ENSG00000221968	FADS3	11:61640991-61659523
ENSG00000221971	TTC4P1	7:46039220-46040377
ENSG00000221978	CCNL2	1:1321091-1334708
ENSG00000221983	UBA52	19:18682540-18688360
ENSG00000221986	MYBPHL	1:109834987-109849663
ENSG00000221988	PPT2	6:32121218-32134011
ENSG00000221990	C5orf55	5:441645-443258
ENSG00000221994	ZNF630	X:47842756-47931025
ENSG00000221995	TIAF1	17:27400537-27418537
ENSG00000221996	OR52B4	11:4388493-4389616
ENSG00000222000	AC092675.3	2:98947852-98972468
ENSG00000222004	C7orf71	7:26677490-26686889
ENSG00000222005	LINC01118	2:47043807-47049796
ENSG00000222007	AC064874.1	2:236682499-236692031
ENSG00000222009	BTBD19	1:45274154-45281257
ENSG00000222011	FAM185A	7:102389418-102449672
ENSG00000222012	AC005481.5	7:157406715-157411457
ENSG00000222014	RAB6C	2:130737235-130740311
ENSG00000222018	C21orf140	21:35772615-35773370
ENSG00000222019	URAHP	16:90106169-90114181
ENSG00000222020	AC062017.1	2:240323130-240324058
ENSG00000222022	AC112721.1	2:238330063-238333919
ENSG00000222028	PSMB11	14:23511376-23513269
ENSG00000222030	AC007131.1	2:59444843-59506535
ENSG00000222032	AC112721.2	2:238337563-238343465
ENSG00000222035	AC079354.3	2:202978349-202981781
ENSG00000222036	POTEG	14:19553365-19590078
ENSG00000222037	IGLC6	22:23261707-23262023
ENSG00000222040	ADRA2B	2:96778707-96781984
ENSG00000222041	LINC00152	2:87754887-87906324
ENSG00000222042	AP000233.4	21:26541745-26706139
ENSG00000222043	AC079305.10	2:178129087-178130243
ENSG00000222044	RP5-1039K5.16	22:38428172-38430235
ENSG00000222046	DCDC2B	1:32674695-32681797
ENSG00000222047	C10orf55	10:75669727-75682535
ENSG00000222051	RNU6-1165P	10:103382616-103382722
ENSG00000222055	AC092117.1	16:2763020-2763101
ENSG00000222057	RNU4-62P	3:121374322-121374451
ENSG00000222067	RNU4-86P	11:126084155-126084373
ENSG00000222069	RN7SKP285	1:104066184-104066501
ENSG00000222071	MIR1915	10:21785491-21785570
ENSG00000222072	Y_RNA	10:102666931-102667037
ENSG00000222076	RNU2-3P	15:96289033-96289223
ENSG00000222078	RN7SKP110	6:90710941-90711225
ENSG00000222085	AC024568.1	5:77352448-77352570
ENSG00000222094	RNU2-65P	15:72337524-72337708
ENSG00000222102	RN7SKP232	5:151083850-151084139
ENSG00000222112	RN7SKP16	1:33802167-33802465
ENSG00000222145	SNORA73	6:89423961-89424149
ENSG00000222162	RN7SKP151	11:13374755-13375070
ENSG00000222164	RN7SKP266	7:18847616-18847902
ENSG00000222177	RNU4-30P	16:68363290-68363432
ENSG00000222179	RN7SKP26	18:43569619-43569911
ENSG00000222190	MIR1910	16:85775227-85775306
ENSG00000222196	AC121157.1	4:101051102-101051192
ENSG00000222197	AL359836.1	10:119117867-119117967
ENSG00000222222	RNU2-17P	1:150209315-150209504
ENSG00000222224	Y_RNA	2:29150109-29150206
ENSG00000222240	RN7SKP156	1:188124970-188125311
ENSG00000222249	RNU6-262P	11:119160272-119160387
ENSG00000222255	RNU6-101P	12:102159184-102159287
ENSG00000222259	RN7SKP114	9:34049964-34050242
ENSG00000222266	RNU6-757P	5:134051173-134051272
ENSG00000222276	RNU2-33P	14:96850961-96851152
ENSG00000222282	RNU6-584P	1:38350695-38350789
ENSG00000222287	RNU6-1043P	16:30712658-30712756
ENSG00000222296	Y_RNA	9:130596230-130596321
ENSG00000222297	RNU6-1156P	11:125444615-125444714
ENSG00000222298	AL031655.2	20:8590801-8590887
ENSG00000222305	Y_RNA	10:92639797-92639936
ENSG00000222306	Y_RNA	4:113195228-113195309
ENSG00000222313	RN7SKP267	X:147903688-147903972
ENSG00000222316	AC008581.1	5:76433792-76433901
ENSG00000222320	RNU6-1050P	18:29517496-29517602
ENSG00000222327	RNU6-855P	9:114900077-114900180
ENSG00000222335	Y_RNA	3:195929220-195929324
ENSG00000222339	AP000807.2	11:68273040-68273119
ENSG00000222344	RNU6-613P	2:230759062-230759169
ENSG00000222345	SNORD19	3:52725394-52725469
ENSG00000222351	Y_RNA	9:125708267-125708373
ENSG00000222363	RNU4-34P	17:27715578-27715701
ENSG00000222364	RNU6-96P	7:65860178-65860273
ENSG00000222365	SNORD12B	20:47896856-47896946
ENSG00000222370	SNORA36B	1:220373888-220374018
ENSG00000222375	RN7SKP127	16:29742372-29742725
ENSG00000222376	RN7SKP152	2:167037162-167037476
ENSG00000222385	RN7SKP158	11:28282741-28283066
ENSG00000222389	RNU2-28P	3:81558627-81558815
ENSG00000222398	RNU6-554P	15:43894741-43894846
ENSG00000222414	RNU2-59P	10:103124602-103124792
ENSG00000222421	Y_RNA	9:130594914-130595022
ENSG00000222426	RNU2-50P	9:34282526-34282668
ENSG00000222430	Y_RNA	10:103712362-103712461
ENSG00000222431	RNU6-141P	6:20452600-20452704
ENSG00000222438	RNU6-1077P	12:131354281-131354382
ENSG00000222445	RN7SKP56	6:126196314-126196644
ENSG00000222448	RN7SKP150	5:179272832-179273152
ENSG00000222451	RN7SKP143	10:91923408-91923717
ENSG00000222452	RN7SKP59	9:80780381-80780694
ENSG00000222457	RNU6-121P	1:154270126-154270224
ENSG00000222460	RN7SKP271	20:34231065-34231384
ENSG00000222465	RNU2-5P	9:72803487-72803666
ENSG00000222467	Y_RNA	2:122360649-122360740
ENSG00000222482	AC005071.1	7:99817650-99817743
ENSG00000222489	SNORA79	14:20791338-20791485
ENSG00000222493	Y_RNA	12:2969115-2969199
ENSG00000222501	RNU4-25P	8:129022628-129022857
ENSG00000222503	Y_RNA	10:105432916-105433023
ENSG00000222511	Y_RNA	1:8856633-8856731
ENSG00000222515	RN7SKP240	6:22085773-22086147
ENSG00000222522	RNU6-519P	8:48891974-48892081
ENSG00000222529	Y_RNA	11:118841208-118841305
ENSG00000222533	RNU6-705P	5:180728968-180729071
ENSG00000222536	RNU2-39P	2:72948935-72949132
ENSG00000222545	AC080037.1	17:70710522-70710610
ENSG00000222561	RNU6-1025P	11:948421-948524
ENSG00000222586	AC010999.1	15:57258523-57258595
ENSG00000222588	SNORA19	10:120820495-120820623
ENSG00000222594	RN7SKP235	4:145956284-145956588
ENSG00000222596	AL445523.1	X:64435117-64435222
ENSG00000222601	Y_RNA	12:120942374-120942462
ENSG00000222604	SNORA7	14:75178654-75178748
ENSG00000222607	RNU6-628P	8:124275083-124275189
ENSG00000222610	RNU6-402P	5:98225435-98225537
ENSG00000222612	RNU2-52P	20:39652845-39653034
ENSG00000222614	Y_RNA	19:47239569-47239676
ENSG00000222626	RNU2-48P	5:157403774-157403964
ENSG00000222627	RNU2-37P	3:127793916-127794092
ENSG00000222635	RNU6-1203P	12:48475102-48475211
ENSG00000222640	RNU2-51P	14:70827609-70827805
ENSG00000222650	RNU2-70P	1:236431080-236431258
ENSG00000222679	RNU6-1267P	17:28615089-28615195
ENSG00000222686	RNU4-72P	6:86461299-86461471
ENSG00000222701	Y_RNA	16:30482908-30483024
ENSG00000222714	RN7SKP38	2:219365452-219365760
ENSG00000222724	RNU2-63P	2:88315873-88316066
ENSG00000222726	RNU2-7P	13:21186300-21186477
ENSG00000222732	AC008671.1	5:171706206-171706319
ENSG00000222743	RNU6-1190P	5:37620087-37620190
ENSG00000222755	RN7SKP206	8:130303229-130303521
ENSG00000222760	RNU4-53P	9:36267780-36267919
ENSG00000222764	RN7SKP106	6:141807278-141807549
ENSG00000222767	Y_RNA	16:47346938-47347032
ENSG00000222777	RNU6-233P	17:37702357-37702497
ENSG00000222788	RNU2-38P	1:144944672-144944750
ENSG00000222790	RNU4-14P	5:139776908-139777029
ENSG00000222800	RNU2-62P	6:27077569-27077759
ENSG00000222808	RNU4-47P	17:75148643-75148756
ENSG00000222810	RNU2-68P	X:71596829-71597019
ENSG00000222831	MIR1537	1:236016300-236016360
ENSG00000222858	RNU6-920P	17:27968629-27968720
ENSG00000222862	RNU6-1086P	8:27537349-27537452
ENSG00000222869	RNU6-565P	7:37390747-37390846
ENSG00000222872	RNU4-78P	3:42263332-42263457
ENSG00000222881	Y_RNA	17:38547484-38547590
ENSG00000222888	AC012467.1	3:53916213-53916296
ENSG00000222889	RN7SKP29	8:70612459-70612730
ENSG00000222894	AL662800.1	6:30584006-30584082
ENSG00000222898	RN7SKP97	8:62544239-62544571
ENSG00000222915	RNU6-564P	22:30817034-30817137
ENSG00000222924	RNU6-1148P	5:137405044-137405147
ENSG00000222932	RNU6-172P	12:102190188-102190280
ENSG00000222937	SNORD63	5:137894659-137894728
ENSG00000222940	RNU6-370P	2:24268705-24268808
ENSG00000222942	RN7SKP58	3:41808107-41808411
ENSG00000222954	AC110611.1	4:56796148-56796239
ENSG00000222958	MIR1913	6:166922842-166922921
ENSG00000222969	RN7SKP8	13:98856089-98856446
ENSG00000222972	RNU6-651P	2:202511439-202511543
ENSG00000222973	RNU2-25P	9:2162763-2162953
ENSG00000222976	RN7SKP94	17:55866810-55867093
ENSG00000222986	RNU5A-5P	1:231806381-231806496
ENSG00000222998	RN7SKP259	11:57219163-57219495
ENSG00000223001	RNU2-61P	6:89773219-89773409
ENSG00000223012	RN7SKP264	9:88873273-88873561
ENSG00000223023	Y_RNA	18:20604559-20604666
ENSG00000223027	SNORA57	10:27077946-27078086
ENSG00000223039	RN7SKP268	6:151640770-151641085
ENSG00000223044	RNU6-130P	6:82920055-82920157
ENSG00000223056	RN7SKP169	22:26359949-26360239
ENSG00000223060	Y_RNA	19:56616785-56616879
ENSG00000223062	RNU6-1245P	1:28151049-28151154
ENSG00000223080	Y_RNA	11:8964927-8965014
ENSG00000223091	RNU6-981P	17:37638739-37638843
ENSG00000223096	RNU5E-9P	2:179007275-179007378
ENSG00000223107	RNU2-72P	10:62672523-62672685
ENSG00000223117	RN7SKP296	3:190359952-190360292
ENSG00000223119	RNU6-1139P	1:242187251-242187356
ENSG00000223142	RN7SKP252	22:50132325-50132651
ENSG00000223156	RNU2-18P	10:16518002-16518163
ENSG00000223181	RNU6-1199P	1:693613-693716
ENSG00000223187	Y_RNA	11:47636450-47636546
ENSG00000223188	Y_RNA	9:132883085-132883191
ENSG00000223189	RNU6-177P	7:128267226-128267329
ENSG00000223191	RNU6-293P	6:159347498-159347603
ENSG00000223192	Y_RNA	3:57685500-57685575
ENSG00000223198	RNU2-22P	2:232366701-232366912
ENSG00000223202	RN7SKP297	11:74396269-74396550
ENSG00000223214	AC091559.1	8:15379393-15379475
ENSG00000223223	RN7SKP192	11:59473530-59473856
ENSG00000223224	SNORD71	16:71792305-71792390
ENSG00000223247	RNU2-64P	3:73160143-73160333
ENSG00000223249	Y_RNA	2:190618190-190618285
ENSG00000223253	AC022872.1	15:72343592-72343670
ENSG00000223254	Y_RNA	1:85729979-85730085
ENSG00000223255	RN7SKP274	17:34216562-34216808
ENSG00000223263	RNU6-387P	1:67882897-67883001
ENSG00000223271	Y_RNA	15:66640614-66640713
ENSG00000223280	RNU6-57P	13:41928693-41928795
ENSG00000223281	RN7SKP85	8:99933461-99933778
ENSG00000223284	RNU6-195P	19:41213960-41214068
ENSG00000223286	AL121952.1	6:155202416-155202504
ENSG00000223298	RNY3P8	13:95963084-95963209
ENSG00000223299	RN7SKP108	14:97104524-97104851
ENSG00000223300	Y_RNA	14:74324764-74324868
ENSG00000223305	RN7SKP30	4:56406669-56407002
ENSG00000223309	RNU6-722P	X:48816440-48816543
ENSG00000223313	RNU6-516P	15:40821769-40821872
ENSG00000223324	RN7SKP273	11:111553835-111554148
ENSG00000223327	RNU2-71P	8:81497820-81498008
ENSG00000223336	RNU2-6P	13:46948536-46948725
ENSG00000223341	RN7SKP3	13:45634864-45635221
ENSG00000223343	RP13-131K19.2	3:49022482-49027421
ENSG00000223344	RP11-541F9.1	1:191827837-191859359
ENSG00000223345	HIST2H2BA	1:120906028-120915073
ENSG00000223350	IGLV9-49	22:22697539-22698084
ENSG00000223356	RP11-66D17.5	1:156682004-156682966
ENSG00000223373	AC108066.1	2:213775727-213784533
ENSG00000223374	AC005104.3	2:242290755-242292519
ENSG00000223375	RP11-224O19.5	1:218511883-218512098
ENSG00000223377	RP5-1014O16.1	X:148839682-148839956
ENSG00000223380	SEC22B	1:145096220-145116922
ENSG00000223382	RP1-65J11.1	1:31297075-31307131
ENSG00000223387	RP11-408H1.3	3:172278678-172313397
ENSG00000223389	SDCBP2P1	6:74032560-74033173
ENSG00000223390	RP11-91A18.4	1:52499063-52509951
ENSG00000223393	RP5-858B6.3	1:231010592-231014761
ENSG00000223394	TRBV29OR9-2	9:33786526-33786826
ENSG00000223396	RPS10P7	1:201487831-201499602
ENSG00000223398	AC027124.2	3:13501924-13502389
ENSG00000223401	RP11-211G3.2	3:187461474-187463208
ENSG00000223403	MEG9	14:101536248-101539274
ENSG00000223416	RPS26P15	1:58521805-58522152
ENSG00000223418	GS1-590J6.2	X:11722243-11723710
ENSG00000223427	AC016716.1	2:80389554-80390261
ENSG00000223429	RP4-800M22.2	1:52627858-52628698
ENSG00000223431	MTND6P21	21:45892778-45893622
ENSG00000223442	AC004041.2	5:131966281-131999964
ENSG00000223443	USP17L2	8:11994677-11996586
ENSG00000223446	RP11-274J16.5	9:95857221-95857811
ENSG00000223450	RP11-52I18.1	1:179969573-179969943
ENSG00000223452	HMGN2P18	1:155121020-155121295
ENSG00000223457	HTATSF1P	6:33205576-33207467
ENSG00000223459	FAM115B	7:143295133-143305111
ENSG00000223460	GAPDHP69	13:29880915-29881922
ENSG00000223461	AC004471.9	22:19109042-19112016
ENSG00000223462	RP11-285G1.9	10:45432956-45451173
ENSG00000223466	AC064834.2	2:196397759-196403405
ENSG00000223467	CALM1P1	X:94754603-94755035
ENSG00000223473	GS1-124K5.3	7:65956083-65958553
ENSG00000223474	AL020996.1	1:26145212-26147288
ENSG00000223475	RP11-310H4.1	7:55640864-55656029
ENSG00000223476	VN1R42P	7:64393651-64393994
ENSG00000223478	RP11-545E17.3	9:131486724-131495473
ENSG00000223482	NUTM2A-AS1	10:88963632-89102369
ENSG00000223484	TRPC6P	X:155215035-155215914
ENSG00000223485	RP11-417E7.1	6:169558187-169563019
ENSG00000223486	AC092198.1	X:39868529-39871435
ENSG00000223488	MAPK6PS2	21:23808610-23810669
ENSG00000223489	NEFHP1	1:117282603-117285231
ENSG00000223490	CHCHD2P5	1:94386824-94387223
ENSG00000223491	RP3-328E19.4	1:148000213-148000494
ENSG00000223495	RP11-763B22.7	1:148853803-148854120
ENSG00000223496	EXOSC6	16:70284134-70285833
ENSG00000223498	RP11-716A19.3	X:16915774-16916644
ENSG00000223500	AC083862.6	7:134813196-134814437
ENSG00000223501	VPS52	6:33218049-33239824
ENSG00000223502	RP11-96B5.3	10:52822339-52828313
